age,experience,education,job_level,department,job_role,performance_rating,projects_completed,certifications,weekly_hours,overtime_hours,team_size,leadership_score,skill_match,years_in_role,promotion_count,employment_type,location_type,company_size,job_satisfaction,salary
29,13,PhD,Senior,Sales,Analyst,1,18,8,52,10,5,9.064508762,3.738848377,2,1,Full-time,Urban,Medium,4,71321.12681
23,10,Bachelors,Senior,Finance,Clerk,1,14,0,51,5,9,2.74618569,4.333806375,0,0,Contract,Rural,Small,3,58872.75334
28,27,PhD,Junior,Sales,Clerk,2,15,9,51,15,13,7.783013448,9.255549063,1,3,Contract,Urban,Medium,4,124769.6723
42,7,PhD,Senior,IT,Analyst,4,9,2,37,18,3,5.565417315,8.836824487,7,3,Full-time,Rural,Large,1,87770.6067
31,18,Bachelors,Junior,Sales,Manager,1,19,5,38,15,13,3.776204562,5.791128767,8,2,Full-time,Rural,Large,1,75057.55908
42,20,Masters,Mid,Sales,Clerk,2,8,0,49,9,5,3.423082989,7.255237163,6,0,Part-time,Semi-Urban,Large,5,103827.3676
29,19,PhD,Senior,Sales,Manager,4,14,3,41,19,2,1.273690399,7.978379513,3,3,Full-time,Urban,Small,3,82419.74581
41,21,PhD,Mid,HR,Analyst,4,6,6,30,19,7,7.981610536,6.579058558,3,4,Part-time,Rural,Large,5,113084.4808
40,18,Masters,Junior,HR,Clerk,4,13,3,43,11,6,8.988697028,8.694290643,1,1,Full-time,Urban,Large,2,115097.8458
35,11,Bachelors,Mid,Finance,Manager,5,18,7,40,13,5,9.058329828,1.040926063,8,1,Full-time,Urban,Medium,1,75766.4411
50,26,Bachelors,Junior,Sales,Clerk,2,10,5,44,16,7,9.283452357,8.345527235,4,2,Part-time,Semi-Urban,Medium,2,114413.085
24,0,Bachelors,Senior,Finance,Engineer,5,3,3,56,15,13,6.810242437,4.927811725,7,1,Part-time,Semi-Urban,Small,2,52284.61651
45,14,Masters,Mid,Finance,Clerk,3,4,8,58,19,12,7.035704694,2.755636741,2,3,Full-time,Rural,Medium,2,85449.46878
32,18,Masters,Junior,Sales,Manager,4,13,6,55,11,7,8.967906218,3.891810228,9,4,Full-time,Urban,Medium,5,102194.0785
52,27,Bachelors,Mid,HR,Analyst,2,14,6,31,1,13,8.348200215,1.872550552,0,3,Full-time,Urban,Small,5,110337.2609
26,25,Masters,Junior,HR,Manager,2,2,4,54,5,7,2.361405792,3.741892835,6,2,Full-time,Rural,Small,4,83386.67719
31,15,Bachelors,Mid,Finance,Manager,2,3,9,44,1,1,8.985886987,2.728707275,5,2,Contract,Rural,Large,2,77414.33572
25,8,PhD,Senior,Sales,Clerk,2,5,2,37,7,9,7.88642111,2.691148388,5,3,Contract,Semi-Urban,Small,1,62746.79918
51,18,Bachelors,Senior,IT,Engineer,1,19,7,41,16,1,5.758167377,8.479403028,4,4,Part-time,Urban,Medium,2,93756.45101
37,4,PhD,Mid,Sales,Engineer,1,4,9,59,14,1,1.173124636,2.338009682,3,0,Contract,Urban,Medium,4,37920.73625
25,25,Masters,Junior,Finance,Clerk,1,7,4,35,3,9,6.681479891,3.824218862,8,1,Full-time,Urban,Large,2,103581.5425
26,19,PhD,Mid,Sales,Clerk,1,15,7,33,12,5,5.02881131,3.495473495,3,2,Full-time,Rural,Medium,4,70968.3795
35,20,Bachelors,Junior,IT,Analyst,1,7,3,32,16,6,5.616557548,4.725041252,2,0,Part-time,Rural,Small,2,84783.60705
51,0,PhD,Senior,HR,Engineer,3,15,8,34,15,5,1.542859777,7.557456294,8,0,Contract,Semi-Urban,Small,4,46575.80733
54,5,PhD,Senior,IT,Engineer,2,12,0,35,7,1,5.138956689,2.678842462,3,3,Full-time,Semi-Urban,Large,4,44976.56764
29,6,PhD,Mid,Sales,Engineer,4,7,9,57,18,13,1.560751568,4.618225152,2,3,Part-time,Rural,Small,1,80215.62175
52,5,Masters,Mid,Finance,Analyst,2,4,7,46,6,1,3.950222875,4.750922255,3,2,Contract,Rural,Large,4,50233.32958
53,17,Masters,Mid,Finance,Analyst,3,16,4,32,3,12,8.83770211,5.83560946,6,2,Part-time,Rural,Small,2,91829.43346
43,21,Masters,Mid,Finance,Analyst,2,14,8,57,4,4,1.93487888,8.09150191,4,1,Full-time,Rural,Large,1,90067.68117
50,7,Masters,Senior,Sales,Clerk,5,12,2,33,8,8,6.75060754,1.291499442,8,1,Part-time,Rural,Medium,1,82611.40687
31,12,Bachelors,Junior,HR,Engineer,4,13,8,54,14,8,1.233614938,3.953010254,2,4,Contract,Urban,Medium,5,62649.22724
23,15,PhD,Junior,HR,Clerk,2,14,3,48,12,13,1.673129765,7.058181882,3,2,Part-time,Semi-Urban,Medium,5,86989.94802
43,13,PhD,Mid,Finance,Analyst,5,5,8,42,5,2,2.608340934,8.566991116,6,1,Contract,Semi-Urban,Large,1,98680.73027
34,1,Bachelors,Junior,Finance,Manager,4,14,4,54,13,6,6.216469584,9.757815533,0,2,Contract,Semi-Urban,Small,2,81686.84822
22,21,Bachelors,Mid,Sales,Analyst,3,2,3,50,11,5,9.654738093,3.929921663,8,4,Contract,Urban,Medium,3,92730.64409
35,23,Bachelors,Senior,IT,Analyst,4,9,1,50,4,1,9.264279208,5.668995104,8,2,Part-time,Rural,Small,3,123767.0733
32,10,Masters,Mid,IT,Manager,5,19,1,59,7,9,7.411196271,5.739356101,6,4,Part-time,Urban,Large,3,79724.42359
47,0,Masters,Junior,HR,Analyst,2,13,1,34,6,4,2.558646712,4.489785638,7,2,Contract,Semi-Urban,Medium,2,63339.38948
23,3,Bachelors,Junior,IT,Engineer,5,12,5,35,8,5,6.558703533,7.652723798,8,0,Full-time,Semi-Urban,Large,5,64224.97209
30,10,PhD,Senior,IT,Manager,2,2,9,33,13,5,2.117229167,9.877912737,7,2,Full-time,Rural,Large,4,75140.72445
58,27,Bachelors,Mid,Finance,Manager,1,11,7,31,16,6,4.012796695,2.845185329,4,1,Contract,Urban,Large,5,88511.01909
56,16,Bachelors,Mid,HR,Manager,5,8,3,40,3,4,4.266143965,9.156857265,5,2,Part-time,Rural,Large,2,99380.37268
48,12,Bachelors,Junior,Finance,Engineer,4,19,6,33,3,9,8.505803365,4.747241356,8,0,Part-time,Urban,Large,4,78879.49299
40,26,Bachelors,Junior,Sales,Clerk,4,2,7,33,7,11,9.418315267,8.976063231,5,3,Part-time,Rural,Medium,2,109469.5911
33,6,PhD,Junior,Finance,Clerk,3,13,6,50,14,2,8.213535964,3.949590723,5,4,Part-time,Semi-Urban,Large,5,57367.04483
42,13,PhD,Junior,Sales,Engineer,2,4,9,53,15,14,7.477351707,1.469762268,0,3,Contract,Urban,Large,4,79701.06643
49,16,Masters,Junior,Sales,Clerk,1,18,8,30,11,13,1.074557271,1.092739055,5,4,Part-time,Urban,Large,4,72843.84414
38,5,PhD,Senior,Sales,Engineer,4,6,5,41,11,14,7.464773819,2.119916118,1,4,Contract,Semi-Urban,Large,4,78902.67316
32,8,Masters,Senior,HR,Engineer,4,10,1,40,15,8,9.424122676,8.720423012,8,1,Full-time,Urban,Small,5,85147.63029
47,28,PhD,Senior,Sales,Manager,3,18,9,31,0,12,9.080996857,9.766880565,5,0,Contract,Semi-Urban,Small,4,108156.2535
26,13,Bachelors,Mid,Finance,Clerk,5,9,9,57,16,8,6.281671553,1.906372239,9,0,Part-time,Semi-Urban,Small,3,94964.31824
36,13,Bachelors,Junior,IT,Analyst,3,6,5,48,0,9,8.837100703,5.503207173,3,4,Contract,Rural,Large,5,74063.94931
54,2,PhD,Senior,HR,Manager,1,2,1,57,2,8,8.286027595,6.527359113,7,1,Contract,Rural,Small,4,68564.85853
47,22,Masters,Junior,Finance,Manager,5,14,3,45,14,7,1.252432771,7.914027755,4,0,Part-time,Semi-Urban,Small,4,106553.2661
53,25,PhD,Senior,Sales,Analyst,5,6,1,57,6,9,2.044429714,7.951111375,4,4,Full-time,Semi-Urban,Small,4,106011.7634
25,1,Bachelors,Mid,Finance,Manager,4,19,1,46,6,12,9.952870135,5.764354891,6,3,Contract,Rural,Large,5,80431.096
32,20,Bachelors,Junior,Sales,Manager,2,3,3,35,1,4,2.348000568,2.418336461,6,0,Full-time,Rural,Small,3,72887.00432
29,28,Masters,Senior,HR,Manager,5,19,5,32,3,1,2.527042486,8.320361411,4,2,Part-time,Rural,Medium,2,114971.4762
37,21,Masters,Junior,Finance,Clerk,4,4,0,42,1,12,6.122859377,9.883976076,7,2,Full-time,Urban,Medium,1,104452.6307
24,15,Bachelors,Junior,Sales,Clerk,4,7,9,32,7,3,3.246641862,7.660470651,4,4,Full-time,Semi-Urban,Medium,5,97850.20664
23,9,PhD,Mid,HR,Manager,3,17,6,54,16,5,2.777141581,1.858099202,7,2,Part-time,Urban,Small,3,61587.86062
55,15,Bachelors,Junior,HR,Manager,2,5,0,42,5,3,2.622932784,7.248853478,6,3,Contract,Urban,Large,4,89739.55696
40,4,PhD,Junior,Finance,Engineer,4,7,7,49,11,8,8.525436058,2.369503568,3,2,Contract,Urban,Medium,2,63169.84034
27,0,PhD,Mid,Finance,Analyst,2,12,9,52,4,12,7.419959911,5.116441787,4,4,Full-time,Urban,Small,5,67639.69006
41,22,Bachelors,Mid,Finance,Manager,2,16,4,57,8,3,6.211363012,6.145073515,8,3,Contract,Rural,Medium,1,108598.4512
42,22,Masters,Mid,IT,Engineer,4,19,6,34,3,5,9.239626274,8.876354885,4,3,Full-time,Rural,Small,1,103205.2521
30,6,PhD,Senior,Sales,Analyst,2,18,4,39,15,7,5.918653767,8.136402647,4,0,Full-time,Urban,Large,3,81734.33694
37,5,Bachelors,Junior,HR,Clerk,1,12,3,45,9,10,2.067196783,1.758889092,8,3,Part-time,Rural,Medium,4,54763.86369
25,4,Masters,Junior,Sales,Clerk,4,16,1,58,7,6,9.116349259,8.807959265,0,0,Full-time,Urban,Large,5,70959.90038
41,21,Masters,Junior,Finance,Analyst,1,5,4,43,8,11,2.288070553,4.049582888,6,1,Full-time,Semi-Urban,Large,5,89951.57002
45,27,Masters,Mid,Sales,Clerk,3,18,1,40,4,11,5.524392913,6.466675204,7,4,Part-time,Urban,Small,2,124511.4032
29,8,Masters,Senior,HR,Clerk,3,9,4,33,12,13,8.445968178,7.400105133,0,3,Full-time,Urban,Large,1,80866.09434
22,12,PhD,Mid,HR,Engineer,5,6,6,59,7,6,2.477768481,9.369625382,3,3,Full-time,Semi-Urban,Large,4,76980.31894
52,7,Masters,Senior,Sales,Analyst,1,14,6,42,5,3,3.623887098,2.663091035,6,0,Full-time,Urban,Medium,1,44807.59634
59,24,Bachelors,Mid,Sales,Analyst,1,6,6,52,3,8,9.253164039,7.029726573,6,3,Full-time,Semi-Urban,Medium,2,102984.8359
31,4,Bachelors,Senior,Finance,Manager,5,16,2,35,6,11,5.411095982,1.987010236,9,3,Full-time,Rural,Large,2,67805.50827
28,14,Masters,Senior,Sales,Manager,4,18,1,54,0,10,3.097397829,6.207734011,4,0,Part-time,Urban,Large,2,89627.67864
54,12,Masters,Senior,Sales,Engineer,1,7,5,43,19,9,1.446831835,2.4830835,9,2,Contract,Rural,Medium,4,53808.53203
46,19,Bachelors,Mid,HR,Manager,2,16,6,46,2,9,8.242085182,7.332846079,0,4,Part-time,Rural,Large,2,83245.50048
21,9,PhD,Junior,HR,Analyst,4,15,4,46,1,11,3.155202026,5.521065591,2,0,Full-time,Semi-Urban,Medium,2,78572.48073
42,5,Masters,Junior,IT,Engineer,5,11,7,47,16,8,4.093475718,3.009282447,8,0,Contract,Urban,Medium,2,53659.61465
26,19,Bachelors,Mid,Finance,Engineer,2,15,8,39,5,8,5.505353204,6.541387225,7,2,Part-time,Urban,Medium,5,79962.01787
34,18,Masters,Junior,HR,Manager,3,1,5,59,4,10,1.342342447,2.82106624,7,3,Part-time,Semi-Urban,Small,4,74908.62194
59,14,Masters,Junior,Sales,Clerk,3,6,5,59,4,14,1.781707409,6.126451762,1,4,Full-time,Rural,Large,3,86313.44952
48,9,Bachelors,Junior,HR,Analyst,5,2,5,46,10,11,5.392838668,4.197029315,0,4,Part-time,Urban,Medium,5,88051.27385
32,27,PhD,Senior,Sales,Analyst,1,8,4,55,0,13,5.013422449,4.636595126,8,0,Part-time,Rural,Medium,1,110410.3366
50,10,PhD,Junior,Finance,Manager,2,4,8,57,13,3,5.918406837,9.314301533,4,3,Part-time,Rural,Small,4,90100.56868
39,21,Bachelors,Senior,Sales,Manager,4,13,8,32,9,2,1.677920852,1.267325515,8,0,Full-time,Rural,Large,1,103854.7115
29,13,PhD,Junior,HR,Analyst,3,10,0,37,7,3,2.08300343,7.29703515,8,4,Contract,Semi-Urban,Large,1,90867.44561
51,28,Masters,Senior,Finance,Clerk,1,17,5,46,3,3,9.236342549,6.95788122,2,1,Full-time,Rural,Small,4,99057.80001
25,18,Masters,Senior,IT,Analyst,5,1,9,55,14,13,7.518521609,4.683557966,2,0,Full-time,Rural,Large,1,94715.79117
26,29,Masters,Junior,IT,Analyst,1,10,1,33,0,14,6.576695144,4.70258537,9,1,Contract,Urban,Small,5,115291.7976
34,5,PhD,Mid,Sales,Manager,4,18,3,36,12,11,9.92240191,7.346280667,3,1,Full-time,Urban,Large,4,62708.93871
28,21,Masters,Mid,IT,Manager,4,12,6,58,6,8,9.631163689,1.359122619,3,2,Full-time,Rural,Large,5,111467.1108
57,4,Masters,Senior,Finance,Engineer,1,18,6,50,11,7,5.981129071,2.132582251,3,3,Contract,Semi-Urban,Medium,4,68909.22777
39,16,Bachelors,Junior,IT,Clerk,4,10,5,52,11,4,5.771707568,6.371175319,4,4,Part-time,Semi-Urban,Small,4,98155.11795
52,1,Masters,Mid,Sales,Clerk,2,15,8,47,7,1,7.681199997,8.016237116,4,1,Full-time,Semi-Urban,Large,4,51450.68454
31,21,Bachelors,Mid,HR,Engineer,1,6,9,51,1,7,6.297300033,7.168184348,9,2,Full-time,Rural,Large,3,93604.12125
54,2,Bachelors,Mid,HR,Analyst,3,17,6,43,19,3,9.693154031,8.857797453,6,3,Contract,Rural,Medium,3,53645.51097
50,17,Masters,Senior,IT,Analyst,5,6,4,44,1,8,2.492211741,3.157928018,9,0,Part-time,Rural,Large,5,75468.72536
27,0,PhD,Mid,Sales,Clerk,3,19,8,37,7,11,7.735578481,5.232771432,5,0,Full-time,Urban,Small,1,59655.9042
24,17,Masters,Junior,HR,Clerk,4,3,1,41,7,11,9.890037469,3.514639563,0,4,Contract,Rural,Large,2,97656.60495
36,4,Masters,Junior,Finance,Engineer,4,8,4,33,16,11,8.146764542,6.761617403,0,1,Part-time,Urban,Medium,5,83030.70543
34,12,PhD,Senior,HR,Analyst,1,16,6,46,1,9,3.623623815,4.419688698,3,2,Contract,Urban,Small,3,71162.25025
45,1,PhD,Senior,Finance,Engineer,5,10,3,49,16,1,7.150431781,9.573933814,5,1,Full-time,Urban,Large,1,70886.15236
59,24,Bachelors,Mid,Sales,Analyst,1,6,6,52,3,8,9.253164039,7.029726573,6,3,Full-time,Semi-Urban,Medium,2,102984.8359
34,1,Masters,Senior,IT,Clerk,4,6,3,47,5,9,6.322343914,9.590883655,5,1,Part-time,Urban,Small,2,51899.4043
45,19,Bachelors,Mid,Sales,Manager,2,15,0,32,12,3,8.494139347,2.454671194,2,4,Part-time,Urban,Medium,3,104949.7448
38,18,Bachelors,Mid,HR,Manager,3,10,9,53,10,1,4.8230887,7.98191795,1,0,Part-time,Semi-Urban,Large,4,94901.39024
25,18,PhD,Junior,Finance,Analyst,1,14,0,57,4,8,4.146377091,5.233688609,3,3,Part-time,Urban,Small,2,84367.80342
45,1,PhD,Senior,Finance,Engineer,5,10,3,49,16,1,7.150431781,9.573933814,5,1,Full-time,Urban,Large,1,70886.15236
43,9,Bachelors,Junior,Sales,Engineer,2,14,9,30,1,14,3.955506545,5.879851263,9,3,Part-time,Urban,Small,4,84420.32806
51,18,Bachelors,Senior,IT,Engineer,1,19,7,41,16,1,5.758167377,8.479403028,4,4,Part-time,Urban,Medium,2,93756.45101
42,21,Bachelors,Senior,HR,Engineer,4,17,9,44,5,13,4.696668627,9.122968964,3,1,Full-time,Rural,Small,1,92637.23138
36,27,Bachelors,Junior,Finance,Manager,4,6,6,52,19,4,2.547081884,3.910903745,6,1,Part-time,Urban,Medium,5,107000.1664
41,6,Bachelors,Senior,Sales,Manager,2,8,2,46,7,9,4.695557862,8.096600553,5,4,Part-time,Rural,Medium,3,73916.47853
37,29,PhD,Mid,Finance,Analyst,2,9,6,36,2,13,8.140049058,2.784758279,9,4,Part-time,Semi-Urban,Small,5,100995.759
26,1,Bachelors,Senior,IT,Clerk,3,8,9,36,12,3,2.623104955,1.501300003,2,2,Part-time,Urban,Small,3,53037.66496
55,15,Bachelors,Junior,HR,Manager,2,5,0,42,5,3,2.622932784,7.248853478,6,3,Contract,Urban,Large,4,89739.55696
31,21,Bachelors,Mid,HR,Engineer,1,6,9,51,1,7,6.297300033,7.168184348,9,2,Full-time,Rural,Large,3,93604.12125
27,8,PhD,Senior,Finance,Manager,3,19,8,41,11,13,3.415747497,2.902996612,1,1,Contract,Rural,Large,1,52745.34343
42,5,Masters,Junior,IT,Engineer,5,11,7,47,16,8,4.093475718,3.009282447,8,0,Contract,Urban,Medium,2,53659.61465
52,8,Bachelors,Senior,Sales,Analyst,3,8,7,35,18,11,3.97115801,3.870881983,7,1,Part-time,Urban,Medium,4,75173.21639
50,4,PhD,Senior,IT,Analyst,3,18,2,52,16,6,1.819101052,6.629823813,9,4,Part-time,Urban,Medium,5,59604.88963
32,20,Bachelors,Junior,Sales,Manager,2,3,3,35,1,4,2.348000568,2.418336461,6,0,Full-time,Rural,Small,3,72887.00432
30,10,PhD,Senior,IT,Manager,2,2,9,33,13,5,2.117229167,9.877912737,7,2,Full-time,Rural,Large,4,75140.72445
30,24,PhD,Mid,Sales,Manager,5,14,4,54,8,14,2.94038485,7.55836775,3,4,Contract,Urban,Small,1,96799.42615
46,6,Masters,Senior,IT,Analyst,5,11,9,45,8,6,6.172612048,3.047190487,5,0,Full-time,Rural,Large,4,81211.24063
57,24,Masters,Mid,HR,Engineer,2,7,2,31,10,12,7.548238492,4.775470609,1,2,Full-time,Urban,Medium,1,91726.80322
25,29,Masters,Mid,Sales,Manager,1,17,5,54,4,11,3.46919342,9.702490885,6,3,Full-time,Urban,Large,5,104108.1825
59,24,Bachelors,Mid,Sales,Analyst,1,6,6,52,3,8,9.253164039,7.029726573,6,3,Full-time,Semi-Urban,Medium,2,102984.8359
26,9,Masters,Mid,IT,Manager,4,17,0,34,2,3,5.150369608,7.926978205,2,2,Contract,Urban,Large,4,82637.74345
41,22,Bachelors,Senior,Finance,Manager,2,7,3,40,15,12,8.602502805,8.123280108,0,3,Part-time,Urban,Large,4,118037.4389
45,26,PhD,Junior,Sales,Analyst,3,3,4,52,7,7,5.161135602,3.691446442,5,0,Contract,Semi-Urban,Medium,5,94991.87133
29,22,Masters,Mid,Sales,Clerk,5,11,1,57,8,6,1.936899382,8.529514661,1,2,Full-time,Rural,Medium,3,97633.31697
38,5,PhD,Senior,Sales,Engineer,4,6,5,41,11,14,7.464773819,2.119916118,1,4,Contract,Semi-Urban,Large,4,78902.67316
37,29,PhD,Mid,Finance,Analyst,2,9,6,36,2,13,8.140049058,2.784758279,9,4,Part-time,Semi-Urban,Small,5,100995.759
32,14,PhD,Mid,Sales,Analyst,2,9,1,41,15,2,6.136263391,7.159643286,7,2,Full-time,Rural,Medium,1,97572.83533
25,18,PhD,Junior,Finance,Analyst,1,14,0,57,4,8,4.146377091,5.233688609,3,3,Part-time,Urban,Small,2,84367.80342
28,4,Masters,Junior,IT,Engineer,1,17,0,52,1,10,3.84293642,6.406888805,5,2,Contract,Urban,Small,1,64479.20299
54,12,Masters,Senior,Sales,Engineer,1,7,5,43,19,9,1.446831835,2.4830835,9,2,Contract,Rural,Medium,4,53808.53203
42,2,Bachelors,Mid,Sales,Manager,4,12,7,33,1,12,7.437125138,4.910552616,4,4,Contract,Rural,Medium,4,49532.78828
41,18,Bachelors,Mid,HR,Analyst,3,10,7,40,17,7,4.072910868,5.946919772,8,0,Contract,Rural,Small,2,94737.21459
42,13,PhD,Junior,Sales,Engineer,2,4,9,53,15,14,7.477351707,1.469762268,0,3,Contract,Urban,Large,4,79701.06643
25,4,Masters,Junior,Sales,Clerk,4,16,1,58,7,6,9.116349259,8.807959265,0,0,Full-time,Urban,Large,5,70959.90038
25,1,PhD,Mid,IT,Clerk,3,16,3,31,16,5,6.197173298,1.94624702,7,4,Full-time,Rural,Large,2,52068.66972
46,25,Bachelors,Mid,IT,Engineer,2,4,8,42,7,10,6.477867853,3.394342814,2,4,Part-time,Urban,Large,2,92125.07923
37,5,Bachelors,Junior,HR,Clerk,1,12,3,45,9,10,2.067196783,1.758889092,8,3,Part-time,Rural,Medium,4,54763.86369
44,29,PhD,Senior,HR,Clerk,2,9,6,49,13,2,2.374385206,9.185382988,9,3,Full-time,Urban,Large,3,120428.8448
35,11,Bachelors,Mid,Finance,Manager,5,18,7,40,13,5,9.058329828,1.040926063,8,1,Full-time,Urban,Medium,1,75766.4411
55,25,PhD,Junior,HR,Manager,4,6,6,47,11,9,5.31100931,2.148150814,8,1,Full-time,Semi-Urban,Small,2,90458.79029
21,8,Bachelors,Senior,HR,Clerk,5,5,6,30,2,6,2.432978518,1.867068826,2,3,Contract,Rural,Large,1,79576.46111
53,2,Bachelors,Junior,IT,Clerk,4,18,3,50,19,11,4.362620244,6.004962599,6,0,Full-time,Rural,Medium,4,51024.57536
52,0,PhD,Mid,Sales,Analyst,5,16,5,30,12,3,9.804372629,4.326241775,6,0,Contract,Semi-Urban,Small,1,53211.86276
26,26,Masters,Senior,IT,Manager,3,8,0,46,11,2,8.886946109,4.403140791,5,0,Full-time,Semi-Urban,Small,2,100779.7151
27,0,PhD,Mid,Finance,Analyst,2,12,9,52,4,12,7.419959911,5.116441787,4,4,Full-time,Urban,Small,5,67639.69006
21,21,Bachelors,Junior,Finance,Engineer,3,9,6,58,7,12,1.589989171,5.713641799,9,3,Full-time,Urban,Large,2,93665.35933
26,19,PhD,Mid,Sales,Clerk,1,15,7,33,12,5,5.02881131,3.495473495,3,2,Full-time,Rural,Medium,4,70968.3795
32,18,PhD,Mid,Finance,Manager,2,8,2,46,15,1,8.317461669,1.582797689,6,2,Full-time,Semi-Urban,Large,1,92230.8189
30,6,PhD,Mid,IT,Engineer,5,12,9,56,8,11,6.019136852,9.140243547,8,0,Part-time,Urban,Small,3,82725.42911
42,20,Masters,Mid,Sales,Clerk,2,8,0,49,9,5,3.423082989,7.255237163,6,0,Part-time,Semi-Urban,Large,5,103827.3676
52,7,Masters,Senior,Sales,Analyst,1,14,6,42,5,3,3.623887098,2.663091035,6,0,Full-time,Urban,Medium,1,44807.59634
59,24,Bachelors,Mid,Sales,Analyst,1,6,6,52,3,8,9.253164039,7.029726573,6,3,Full-time,Semi-Urban,Medium,2,102984.8359
51,18,Bachelors,Senior,IT,Engineer,1,19,7,41,16,1,5.758167377,8.479403028,4,4,Part-time,Urban,Medium,2,93756.45101
25,1,Bachelors,Mid,Finance,Manager,4,19,1,46,6,12,9.952870135,5.764354891,6,3,Contract,Rural,Large,5,80431.096
26,9,Masters,Mid,IT,Manager,4,17,0,34,2,3,5.150369608,7.926978205,2,2,Contract,Urban,Large,4,82637.74345
50,17,Masters,Senior,IT,Analyst,5,6,4,44,1,8,2.492211741,3.157928018,9,0,Part-time,Rural,Large,5,75468.72536
31,15,Bachelors,Mid,Finance,Manager,2,3,9,44,1,1,8.985886987,2.728707275,5,2,Contract,Rural,Large,2,77414.33572
24,0,Bachelors,Senior,Finance,Engineer,5,3,3,56,15,13,6.810242437,4.927811725,7,1,Part-time,Semi-Urban,Small,2,52284.61651
58,27,Bachelors,Mid,Finance,Manager,1,11,7,31,16,6,4.012796695,2.845185329,4,1,Contract,Urban,Large,5,88511.01909
25,1,PhD,Mid,IT,Clerk,3,16,3,31,16,5,6.197173298,1.94624702,7,4,Full-time,Rural,Large,2,52068.66972
59,14,Masters,Junior,Sales,Clerk,3,6,5,59,4,14,1.781707409,6.126451762,1,4,Full-time,Rural,Large,3,86313.44952
25,25,Masters,Junior,Finance,Clerk,1,7,4,35,3,9,6.681479891,3.824218862,8,1,Full-time,Urban,Large,2,103581.5425
25,1,Bachelors,Mid,Finance,Manager,4,19,1,46,6,12,9.952870135,5.764354891,6,3,Contract,Rural,Large,5,80431.096
25,29,Masters,Mid,Sales,Manager,1,17,5,54,4,11,3.46919342,9.702490885,6,3,Full-time,Urban,Large,5,104108.1825
22,15,Bachelors,Junior,IT,Engineer,5,2,6,47,18,10,4.896770332,8.786507805,5,4,Part-time,Semi-Urban,Medium,5,93725.5797
27,21,PhD,Junior,IT,Engineer,5,13,3,57,3,8,2.485308459,3.436619224,4,4,Part-time,Rural,Small,3,100967.2515
44,11,PhD,Senior,Sales,Manager,1,11,2,49,10,6,4.928130398,9.021002993,5,4,Contract,Semi-Urban,Small,1,63999.33399
51,25,Masters,Senior,IT,Clerk,4,17,8,44,12,12,4.261876495,7.316728585,8,1,Full-time,Urban,Large,3,104195.9508
32,27,Masters,Senior,Finance,Clerk,2,9,0,43,7,12,8.821658393,4.911509754,2,4,Part-time,Semi-Urban,Medium,2,102044.4701
42,1,Bachelors,Senior,IT,Engineer,2,5,0,32,16,13,1.929466118,1.490882234,3,4,Full-time,Semi-Urban,Medium,1,56891.5248
30,21,Bachelors,Mid,HR,Manager,5,4,0,54,17,9,7.553821414,5.151107709,7,3,Part-time,Rural,Medium,2,120411.1507
55,7,Bachelors,Junior,Finance,Manager,3,1,2,59,3,11,7.174794071,3.866120139,0,1,Contract,Semi-Urban,Large,5,74161.13824
48,14,Bachelors,Mid,HR,Manager,1,4,3,37,17,11,1.635424561,9.87769007,6,1,Full-time,Urban,Large,2,71340.65265
55,25,PhD,Junior,HR,Manager,4,6,6,47,11,9,5.31100931,2.148150814,8,1,Full-time,Semi-Urban,Small,2,90458.79029
42,3,PhD,Mid,IT,Clerk,5,10,2,50,12,13,3.945687866,8.446224015,3,3,Part-time,Rural,Small,5,64396.15668
34,5,PhD,Mid,Sales,Manager,4,18,3,36,12,11,9.92240191,7.346280667,3,1,Full-time,Urban,Large,4,62708.93871
41,22,Bachelors,Mid,Finance,Manager,2,16,4,57,8,3,6.211363012,6.145073515,8,3,Contract,Rural,Medium,1,108598.4512
22,21,Bachelors,Mid,Sales,Analyst,3,2,3,50,11,5,9.654738093,3.929921663,8,4,Contract,Urban,Medium,3,92730.64409
22,15,Bachelors,Junior,IT,Engineer,5,2,6,47,18,10,4.896770332,8.786507805,5,4,Part-time,Semi-Urban,Medium,5,93725.5797
48,9,Bachelors,Junior,HR,Analyst,5,12,0,55,14,4,9.87186542,1.233895005,6,2,Full-time,Semi-Urban,Large,4,77260.53943
32,14,PhD,Mid,Sales,Analyst,2,9,1,41,15,2,6.136263391,7.159643286,7,2,Full-time,Rural,Medium,1,97572.83533
31,18,Bachelors,Junior,Sales,Manager,1,19,5,38,15,13,3.776204562,5.791128767,8,2,Full-time,Rural,Large,1,75057.55908
29,8,Masters,Senior,HR,Clerk,3,9,4,33,12,13,8.445968178,7.400105133,0,3,Full-time,Urban,Large,1,80866.09434
25,9,PhD,Senior,HR,Analyst,1,1,6,53,2,7,6.149214741,2.481712673,4,1,Part-time,Rural,Large,5,72750.26995
22,23,Masters,Senior,HR,Engineer,3,8,0,58,8,11,2.95308713,7.910299697,9,1,Part-time,Rural,Medium,5,100551.4468
24,16,PhD,Senior,IT,Engineer,1,2,2,57,12,14,2.94978094,1.723624307,8,2,Part-time,Semi-Urban,Medium,4,70877.13011
37,4,PhD,Mid,Sales,Engineer,1,4,9,59,14,1,1.173124636,2.338009682,3,0,Contract,Urban,Medium,4,37920.73625
